"Component # 813
 Mountains
 
 XID: Acorn Weevil","Acorn Weevil
 Curculio occidentis
 
 An Acorn Weevil larva hibernates in the soil through winter. In the spring it will emerge ready to feed on, and deposit an egg inside, an acorn. After the egg hatches, the new larva will eat its way out of the acorn and fall to the ground to hibernate—starting the cycle all over again.","Gorgojo de la bellota
 Curculio occidentis
 
 La larva de una gorgojo de la bellota
 hiberna en la tierra a lo largo del invierno. En la primavera emerge listo para alimentarse de una bellota y depositar un huevo dentro de la misma. Cuando el huevo eclosiona, la nueva larva se alimenta de la bellota y así finalmente la agujerea cayendo al suelo, lo cual da comienzo al ciclo una vez más."
"Component # 813
 Mountains
 
 XID: California Gall Wasp","California Gall Wasp
 Andricus quercuscalifornicus
 
 The female California Gall Wasp deposits her eggs on oak trees. Once the egg hatches, plant tissue will form a structure, called a gall, around the larva. The gall will protect the larva and serve as its food.","Avispa de la agalla del roble commún
 Andricus quercuscalifornicus
 
 La avispa de la agalla del roble commún
 hembra deposita sus huevos en los robles. Una vez que el huevo eclosiona, el tejido de la planta forma una estructura llamada vesícula alrededor de la larva. La vesícula protege la larva y sirve de alimento."
"Component # 813
 Mountains
 
 XID: California Prionus Beetle","California Prionus Beetle
 Prionus californicus
 
 Take a good look because it’s rare to see a California Prionus Beetle in the wild. This huge beetle spends most of its life below ground level, devouring oak-tree roots.","Barrenador de la raíz
 Prionus californicus
 
 Echa un buen vistazo porque no es frecuente ver a un barrenador de la raíz
 en su ambiente natural. Este enorme escarabajo pasa la mayor parte de su vida debajo del suelo devorando las raíces de los robles."
"Component # 813
 Mountains
 
 XID: Pacific Tent Caterpillar","Pacific Tent Caterpillar
 Malacosoma constricta
 
 This little white glob doesn’t look like much. But inside, hundreds of Pacific Tent Caterpillar eggs wait for spring, when new larvae will hatch and start munching on oak leaves.","Oruga defoliadora de pacifico
 Malacosoma constricta
 
 Este pequeño glóbulo blanco no parece gran cosa. Pero por dentro, cientos de huevos de la oruga defoliadora de pacifico esperan la primavera cuando nuevas larvas nacerán y comenzarán a masticar las hojas de los robles."
"Component # 813
 Mountains
 
 XID: Oak Treehopper","Oak Treehopper
 Platycotis vittata
 
 Oak Treehoppers love oak trees. They live on them, lay eggs on them, and feed on them. Scientists are still researching why these insects are attracted to oaks. One idea is that oaks provide special nutrients that help them survive.","Membrácido del roble
 Platycotis vittata
 
 A los membrácidos del roble les encantan los robles. Viven de ellos, ponen huevos sobre ellos, y se alimentan de ellos. Los científicos todavía están investigando porqué a estos insectos les atraen los robles. Una idea es que los robles suministran nutrientes especiales que les ayudan a sobrevivir."
"Component # 813
 Mountains
 
 XID: Oak Mistletoe","Oak Mistletoe
 Phoradendron leucarpum ssp. tomentosum
 
 Have you ever seen a clump of green leaves on an otherwise leafless oak tree? Chances are what you saw was Oak Mistletoe. This flowering plant drains the oak of its nutrients and water by digging its roots into the branches of the tree.","Toji
 Phoradendron leucarpum ssp. tomentosum
 
 ¿Alguna vez has visto un macizo de hojas verdes en un roble por lo demás sin hojas? Lo más probable es que hayas visto toji. Esta planta floreciente drena al roble de sus nutrientes y agua, excavando con sus raíces dentro de las ramas del árbol."
"Component # 813
 Mountains
 
 XID: Oak Chanterelle","Oak Chanterelle
 Cantharellus californicus
 
 Oak trees and this mushroom need each other. The Oak Chanterelle has many root hairs. This helps the oak collect more water and nutrients than it could on its own. In return, the tree will share its food with this fungus.","Hongo rebozuelo
 Cantharellus californicus
 
 Los robles y este hongo se necesitan mutuamente. El hongo rebozuelo
 tiene raíces con muchas hebras. Esto ayuda al roble a recolectar más agua y nutrientes de lo que podría por sí solo. A su vez, el árbol comparte su comida con este hongo."
"Component # 813
 Mountains
 
 XID: Large-blotched Ensantina","Large-blotched Ensatina
 Ensatina klauberi
 
 The Large-blotched Ensatina doesn’t have lungs, so it breathes through its skin. Living under oak-leaf litter provides this salamander with the moist environment it needs in order to breathe.","Ensatina manchas-grandes
 Ensatina klauberi
 
 La ensatina manchas-grandes no tiene pulmones, sino que respira a través de su piel. Vivir debajo de la hojarasca de los robles provee a esta salamandra del ambiente húmedo que necesita para poder respirar."
"Component # 813
 Mountains
 
 XID: Southern Alligator Lizard","Southern Alligator Lizard
 Elgaria multicarinata
 
 The Southern Alligator Lizard prefers the safe cover of oak-leaf litter. If it is ever threatened, it can detach its tail to distract a predator as it wriggles further into the leaves. Don’t worry, though—it can always grow a new one.","Lagarto escorpión sureño
 Elgaria multicarinata
 
 Este lagarto escorpión sureño prefiere la cubierta segura de la hojarasca de los robles. Si alguna vez se siente amenazado, puede separar su cola para distraer a un depredador, dándole tiempo de escabullirse entre las hojas. Pero no te preocupes, siempre le puede crecer una nueva cola."
"Component # 813
 Mountains
 
 XID: Western Skink","Western Skink
 Plestiodon skiltonianus
 
 A little lizard with a big appetite, the sneaky Western Skink stalks its prey under the cover of oak-leaf litter. It’s always looking for its next meal, which might include spiders, sow bugs, crickets, beetles, or grasshoppers.","Eslizón occidental
 Plestiodon skiltonianus
 
 Una pequeña lagartija con un gran apetito, el pícaro eslizón occidental acecha su presa bajo la cubierta de la hojarasca de los robles. Siempre está buscando su próxima comida, que puede incluir arañas, cochinillas de la humedad, grillos, escarabajos, o chapulines."
"Component # 813
 Mountains
 
 XID: Ornate Shrew","Ornate Shrew
 Sorex ornatus
 
 In the wild you might hear this Ornate Shrew before you see it. It has a fast metabolism, so it’s always on the move, scurrying through the leaf litter in search of food.","Musaraña ornamentada
 Sorex ornatus
 
 En el mundo natural, es posible que oigas a esta musaraña ornamentada antes de verla. Tiene un metabolismo muy veloz, por lo que siempre está en movimiento, escabulléndose por la hojarasca en busca de comida."
"Component # 813
 Mountains
 
 XID: Blewit","Blewit
 Clitocybe nuda
 
 Many know the Blewit as a “trash dweller.” This litter-loving mushroom grows best when surrounded by the decaying leaf litter of the oak tree.","Hongo de pie azul
 Clitocybe nuda
 
 Muchos se refieren al hongo de pie azul
 como “morador de la basura”. Este hongo amante de los desperdicios crece mejor cuando está rodeado de la hojarasca en descomposición del roble."
"Component # 813
 Mountains
 
 XID: Common Greenshield Lichen","Common Greenshield Lichen
 Flavoparmelia caperata
 
 Lichens and oak trees depend on one another. An oak is a good place for lichens to grow, and the lichens help shield the tree against pests. If you see an oak tree, it’s likely you’ll find lichens growing on it.","Liquen
 Flavoparmelia caperata
 
 Los líquenes y los robles dependen el uno del otro. Un roble es un buen lugar para que crezcan líquenes, y los líquenes ayudan a proteger al árbol contra las plagas . Si ves un roble, es probable que encuentres líquenes creciendo sobre él."
"Component # 813
 Mountains
 
 XID: Spider","Spider
 Apostenus californicus
 
 We don’t know much about this spider, but we do know it lives only in oak-leaf litter in southern California’s mountain ranges.","Araña
 Apostenus californicus
 
 No sabemos mucho acerca de esta araña, pero lo que sí sabemos es que sólo vive en la hojarasca de los robles en las cadenas montañosas del sur de California."
"Component # 813
 Mountains
 
 XID: Granary Basket","Granary Basket
 
 In southern California, Native Americans harvested acorns in the fall to sustain them through winter and beyond. Keeping acorns in larger granaries, such as the one you see here, protected them from scavengers.
 
 Acorns are rich in fat, which the body needs but is difficult to come by in the wild. However, there’s a catch: they contain tannic acid, which is bitter and potentially poisonous. So making acorns edible is a lot of work—but worth the effort.","Canastas graneras
 
 En el sur de California, los americanos nativos cosechaban bellotas en el otoño para el sustento necesario a lo largo y después del invierno. Guardar bellotas en graneros más grandes, tales como el que ves aquí, las protegía de los carroñeros.
 
 Las bellotas son ricas en grasas que el cuerpo
 necesita pero son difíciles de encontrar en el
 mundo natural. No obstante, tienen una
 contra: contienen ácido tánico, que es amargo
 y potencialmente venenoso. Por lo tanto,
 lograr que las bellotas sean comestibles
 requiere mucho trabajo, pero el esfuerzo vale
 la pena."
"Component # 813
 Mountains
 
 XID: Grinding stone","Grinding stone
 Acorns were the primary food staple for the native peoples of what is now southern California. Using grinding stones, they would grind the acorns into a paste that could be roasted and eaten as mush or made into acorn bread.","Piedra de moler
 
 Las bellotas constituían el alimento básico de los pueblos nativos de lo que es hoy el sur de California. Usando una piedra de moler, molían las bellotas para formar una pasta que podía tostarse y comerse como papilla o usarse para preparar pan de bellotas."
